,Comentario
2317,"Este museo se me hizo muy interesante tiene obras de Rembrandt y una de Rubens, un área interactiva.
Ademas de una biblioteca y también cafetería."
2318,"Muy bonito el museo, muy bien cuidado la atención perfecta. La exposición de Da Vinci es genial. Está muy completa, se recorre en al rededor de 2 a 3 horas"
2319,"Un lugar precioso , muy bello amplio con exposiciones de primer nivel , todo nuevo y con mucho espacio"
2320,"Un hermoso museo sobre arte, con algunos recursos multimedia y exhibiciones interesantes. Una colección valiosa por su importancia histórica."
2321,"Sin duda alguna es un museo imposible de perderse cuando se visite Puebla.
Es un museo impresionante, es wow."
2322,"Bello por dentro y por fuera, el Museo Internacional del Barroco, es un referente cultural situado en el área metropolitana de Puebla que bien vale la pena conocer. Con una increíble colección de objetos representativos de este periodo histórico que tuvo tanto auge en América y Europa, este lugar puede ser disfrutado en un rápido recorrido o tomar largas horas para disfrutar cada detalle y documentarse a través de plataformas interactivas, videos y elementos multimedia. Lo lamentable es que no dejan usar cámaras fotográficas al interior."
2323,"Muy bien puesto y muy interactivo, interesante y bien cuidado"
2324,"Vale la pena por su arquitectura moderna, su museografía amena y sus piezas invaluables."
2325,"Cada sala vale la pena, un acercamiento interactivo al arte Barroco, desde el arte religioso, música, pintura, escritura y teatro"
2326,"Tiene siete salas de excibicion, no se entretengan en la sala de códices y vayan mejor a las otras que tienen mejores cosas que ver"
2327,"Un buen lugar para visitar, aparte del área verde que tiene es muy buena para llevar niños o quedarte un rato acostado en el pasto"
2328,Esta muy buen museo y la actitud del personal siempre es muy servicial y amable
2329,Domingos gratuito incluso el estacionamiento 8 salas de arte barroco y exposiciones temporales imperdible
2330,"Excelentemente hermoso. Independientemente de sus obras
Ahorita está una expocion barroca desde sus inicios y ciudades como México!!!"
2331,Hermoso Museo!! No dejen de visitarlo
2332,"Un excelente
Museo. Lo
Más bonito la arquitectura del edificio."
2333,"Excelentes instalaciones, espacio y estructuras arquitectónicas increíbles. Cumplen con los controles de aforo y protocolos actuales por el C-19. Excelente atención del personal en todas sus áreas."
2334,"Muy lúdico y completo, no me lo imaginaba así, lo único malo es que por la contingencia no puedes interactuar con la aplicación de musica, arte."
2335,"Excelente arquitectura!. Hay una buena exhibición permanente del barroco, costo actual $80 adultos, $40 niños. También hay exposición temporal, ahora es de Leonardo da Vinci, precio elevado $ 250 por persona."
2336,"Una de las más recientes atracciones de la ciudad, y con el grandísimo acervo del estado en este tema, resulta una excelente opción. El edificio en si mismo ya es interesante además de bello. Fue hecho por un arquitecto oriental muy reconocido y quien se auto califica como un arquitecto barroco. El museo utiliza recursos modernos y creativos para mostrarte el mundo barroco, por ejemplo un cine de 360 grados...
Y si ya estás ahí, puedes, al terminar tu visita, caminar al rededor del museo en un gran parque también bello, e interesante..."
2337,"Vale la pena la visita con sólo admirar el edificio del museo.

El contenido, a pesar de no tener muchas obras originales, es muy interesante e interactivo."
2338,"Excelente museo, su arquitectura es espectacular"
2339,"No tuvimos oportunidad de entrar porque estaba cerrado en martes, al parecer cierran por eventos especiales y algunos dias de la semana pero es muy bonito por fuera."
2340,Excelente exposición de arte barroco en un museo de estilo moderno y minimalista.
2341,"Excelente museo, buen moderno, limpio y con las mejores exposición, visite la puesta de Davinci y todo un gran placer verla y poder tomas fotos y vídeo, recomendable ir, sin ser locatario y de paso visitar y comer en la ciudad de Puebla mmmh muy bello"
2342,"Excelente atención además de un museo hermoso, tienen bastante seguridad, vale la pena visitar este museo, gran obra arquitectónica."
2343,"Creo que es un excelente museo. Innovador, muy interactivo y sobre todo muy completo en su contenido.

100% recomendado"
2344,Muy bello. Aprendes muchas cosas las cuales no tenías idea. Me fascinó.
2345,Increíble aún falta áreas por abrir pero está increíble
2346,Gran lugar para visitar y aprender de una época que marcó la historia del mundo!
2347,Excelente exposición permanente. A la entrada muy amables e incluso para tomar fotos en donde está permitido son bastante amables. Solo si llevas cámara los de seguridad te siguen como guardaespaldas. Pero nada fuera de lo normal.
2348,Buena interpretación de los diseños de Davinci
2349,"Hermoso lugar, increíbles exposiciones, la arquitectura barroca es excepcional"
2350,Llénate de cultura al visitar este hermoso Museo
2351,"Un super museo, amplio, limpio, interactivo,  buenas exposiciones.  Genial!!"
2352,"El museo muy bien, fui a ver la exposición de Da Vinci y la verdad queda mucho a deber, son réplicas sin mucho detalle, la mayoría a escala y eso hace que te queden a deber, de interactivo no tiene nada más que unas tabletas, es muy cara para lo que vez."
2353,"Un museo con una arquitectura moderna e imponente, cuenta con una basta exposicion sobre el barroco en diferentes areas."
2354,"Excelente museografía y curaduría, mal mantenimiento del inmueble"
2355,"Excelente método de aprendizaje que se aplica en el museo, recomiendo que lo visiten."
2356,"Casi no hay exposición de piezas barrocas, es un museo de pictogramas 🤔🤔"
2357,Historia y cultura en un lugar increíble de la arquitectura moderna
2358,"Esta bastante bien el museo, luego aprendí que fue una millonada lo que se gasto el gobierno de puebla. Vale la pena ir y disfrutar de la exposición permanente."
2359,"Excelente lugar para llevar a los niños, lo recomiendo ampliamente, me divertí mucho."
2360,"Maravilloso Lugar, se come deliciosos, la tienda de artesanías es fantástica y el arte exhibido es un deleite."
2361,"Extraordinario museo ubicado en el ala moderna de Puebla, junto al parque metropolitano, es un excelente lugar para ir, aprender, apreciar y relajarse."
2362,"Una joya arquitectónica.
Un gran museo.
Una divinidad.
Agradezco tanto esta oportunidad de visitarlo.
100 por 100 recomendable.
Una experiencia inolvidable"
2363,"Un museo increiblemente hermoso con mucha información sobre el barroco, se disfruta mucho ir con mucho tiempo ya que esta grande y hermoso! Tiene todo lo que se necesita para saber del barroco y de toda la historia del arte y de México"
2364,Muy bonito lugar para turistear
2365,Un exquisito lugar que nos regala mucha cultura de la bella Puebla de Zaragoza
2366,"Muy buen museo, siempre hay algo que ver y aprender.
Si llevan niños, tienen que ser un poco más grandes, o se pueden aburrir."
2367,"Me sorprendió desde que ingresé, es bellísimo, una joya arquitectónica. Disfrute cada obra en cada una de las exposiciones. Se requiere ir sin prisa y hacer pausas para disfrutarlo en su totalidad. Buen servicio por parte del personal y la comida del restaurante delicioso. Vale la pena ir y aprovechar que tenemos en nuestro país este hermoso museo. Se aprende mucho, es interactivo, temático. Regresaría sin duda."
2368,Es una experiencia intensa. Hay que dedicar por lo menos un día. Pero vale mucho la pena
2369,"Buen lugar, hay diversas coleeciones que se trajeron de otros museos como el Franz Mayer en su mayoria, de la biblioteca Palafoxiana, entre otros, buena la maueta del centro de Puebla."
2370,"Un museo moderno,con obras dignas de admirarse, al nivel de los mejores del mundo"
2371,"Tal como lo había soñado, un sitio con encanto desde su fachada, su arquitectura y su museografía, curaduría, es genial, visitenlo además que el complemento que tiene es el Ecoparque 👍"
2372,"Magnificas exposiciones, me gustó mucho. Entrada general 80 pesos, estudiantes e inapam 40 pesos. Volveré por la exposición de Leonardo DaVinci."
2373,"Museo muy elitista, tiene muy buenas exposiciones, si no vienes muy bien vestido te ven con cara de maleante."
2374,"Genial, las exposiciones son de altura y muy interactivas, la.información es bastante entendible y resumida y combinan perfecta y armoniaosamente los espacios con las exposiciones."
2375,"Buen museo para turistas que no son de la ciudad, sirve como preámbulo a lo que uno posteriormente conocerá en el centro de Puebla."
2376,Uno de los mejores paseos cerca de la Ciudad de México es Puebla.  con la resiente inauguración de este museo le da el complemento perfecto a la ciudad. Puedes disfrutar de la riqueza de su arquitectura histórica en el centro y de esta maravilla de la arquitectura moderna en un solo día.
2377,Un lugar donde puedes pasarla increíble con la familia
2378,"Museo inaugurado recientemente, muestra algunas piezas realmente bellas acerca del Arte Barroco, cuenta con una exposición maravillosa de Cristóbal de Villalpando y cuenta con tecnología de primera lo que hace que disfrutes de una experiencia interactiva."
2379,Divinisimo ! Un must al visitar Puebla
2380,Me gusta mucho. He ido 2 veces
2381,Excelente museo.
2382,"Tienen una buena exposición permanente. El recorrido se lleva bastante tiempo así que necesitarás tomar un descanso si quieres ver todo. La vista desde la terraza es muy bonita, así que ahí puedes despejarte un poco. Creo que deberían aumentar la cantidad de exposiciones temporales ya que las salas se ven muy vacías. En general podrían aprovechar más este museo. Ya que tiene bastante espacio."
