,Nombre,Temática,Adscripción,Página web,Entidad,Municipio,Puntaje,Cantidad de comentarios
891,Casa Museo Juan Escutia,Historia,Consejo Estatal para la Cultura y las Artes de Nayarit,,Nayarit,Tepic,4.5,105
892,Museo de los Cinco Pueblos,Antropología,Centro Cultural de los Cinco/Consejo Estatal para La Cultura y Las Artes de Nayarit,http://5pueblos.blogspot.mx/,Nayarit,Tepic,NaN,0
893,Museo Amado Nervo,Historia,Consejo Estatal para la Cultura y las Artes de Nayarit,,Nayarit,Tepic,4.5,214
894,Centro de Arte Contemporáneo del Bicentenario Emilia Ortiz,Arte,Consejo Estatal para la Cultura y las Artes de Nayarit,,Nayarit,Tepic,4.7,212
895,Museo Regional de Nayarit,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/257-museo-regional-de-nayarit,Nayarit,Tepic,4.6,267
896,Museo de Antropología e Historia de Allende,Historia,Ayuntamiento de Allende,,Nuevo León,Allende,4.7,129
897,Museo Profr. Moisés Sáenz Garza,Historia,Casa de Cultura/Ayuntamiento de Apodaca,,Nuevo León,Apodaca,4.3,161
898,Museo de la Memoria Viva,,"Mundo Sustentable, A.C.",,Nuevo León,Bustamante,4.5,193
899,Museo de las Cosas Simples,,Fundación Mundo Sustentable A.C.,,Nuevo León,Bustamante,1.0,0
900,Museo General Ponciano Cisneros  Quiroga,Historia,Ayuntamiento de Ciénega de Flores ,,Nuevo León,Ciénega de Flores,4.5,6
901,Museo El Ojo,Arte,Particular,,Nuevo León,García,4.5,202
902,Museo El Centenario,Historia,Ayuntamiento de San Pedro Garza García/Secretaría de Cultura de San Pedro Garza García,,Nuevo León,San Pedro Garza García,4.6,131
903,Museo de General Bravo,Especializado,Ayuntamiento de General Bravo,,Nuevo León,General Bravo,NaN,0
904,Museo Histórico de Escobedo,Historia,Ayuntamiento de Escobedo,,Nuevo León,General Escobedo,4.8,14
905,Museo Municipal de General Zaragoza,,Ayuntamiento de General Zaragoza,,Nuevo León,General Zaragoza,NaN,0
906,Museo Río Blanco,Antropología,Ayuntamiento de General Zaragoza,,Nuevo León,General Zaragoza,NaN,0
907,Museo Hacienda San Pedro,Historia,Centro de Información de Historia Regional-Hacienda San Pedro Celso Garza Guajardo/Universidad Autónoma de Nuevo León,http://haciendasanpedro.uanl.mx/museo/,Nuevo León,General Zuazua,NaN,0
908,Museo Ciudad Guadalupe,Antropología,"Patronato Cultural de Ciudad Guadalupe, N.L., A.C./Ayuntamiento de Guadalupe",,Nuevo León,Guadalupe,4.8,5
909,Museo de Historia de Higueras,Historia,Ayuntamiento de Higueras,,Nuevo León,Higueras,NaN,0
910,SUNMART Museo de Arte,Arte,"Grupo Sun Mall, A.C.",,Nuevo León,Juárez,NaN,0
911,Museo de Linares,Historia,"Museo de Linares, A.C.",,Nuevo León,Linares,4.6,389
912,Museo Comunitario de Mier y Noriega,Ciencia y tecnología,Ayuntamiento de Mier y Noriega,,Nuevo León,Mier y Noriega,NaN,0
913,Museo de Sitio  de la Zona Arqueológica de Boca de Potrerillos,Arqueología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/zonas/184-zona-arqueologica-boca-de-potrerillos,Nuevo León,Mina,NaN,0
914,Museo Bernabé de las Casas ,Antropología,Patronato de Promoción y Desarrollo Sociocultural de Mina/Ayuntamiento de Mina,,Nuevo León,Mina,4.6,424
915,Museo Histórico y Casa de la Cultura Valle del Pilón,Historia,Patronato Museo Histórico y Casa de la Cultura Valle del Pilón/Ayuntamiento de Montemorelos,,Nuevo León,Montemorelos,4.7,254
916,"Museo del Acero Horno3, Parque Fundidora",Ciencia y tecnología,"Patronato Museo del Acero, A.C.",http://www.horno3.org/,Nuevo León,Monterrey,4.8,7947
917,"Museo Regional de Nuevo León, El Obispado",Historia,Secretaría de Cultura/INAH,http://www.elobispado.inah.gob.mx,Nuevo León,Monterrey,4.6,2084
918,Museo del Vidrio (MUVI),Arte,"Vitro, S.A. de C.V.",http://www.museodelvidrio.com/,Nuevo León,Monterrey,4.6,79
919,Museo Metropolitano de Monterrey,Historia,Ayuntamiento de Monterrey,,Nuevo León,Monterrey,4.5,512
920,Papalote Museo del Niño Monterrey,Temática no determinada,"Servi Museos, A.C",http://monterrey.papalote.org.mx/,Nuevo León,Monterrey,4.0,359
921,Museo de Arte Contemporáneo de Monterrey (MARCO),Arte,Patronato del Museo de Arte Contemporáneo de Monterrey,https://www.marco.org.mx/,Nuevo León,Monterrey,4.7,6576
922,Museo de Historia Mexicana,Historia,Gobierno del Estado de Nuevo León,http://www.museohistoriamexicana.org.mx/themes/mhm.html,Nuevo León,Monterrey,4.8,10240
923,Museo Histórico del Centro Cultural Universiario,Historia,Colegio Civil/Universidad Autónoma de Nuevo León ,,Nuevo León,Monterrey,NaN,0
924,Museo de Sitio de Arqueología Industrial Parque Fundidora,Ciencia y tecnología,Gobierno del Estado de Nuevo León/Parque Fundidora,http://www.parquefundidora.org,Nuevo León,Monterrey,NaN,0
925,El Museo del Dulce,Especializado,Gobierno del Estado,,Nuevo León,Monterrey,4.3,351
926,Museo La Casa de los Títeres,Arte,"Baúl Teatro, A.C.",,Nuevo León,Monterrey,4.5,170
927,Museo de Cera de Monterrey,Arte,Parque Fundidora/Gobierno del Estado de Nuevo León,http://museodeceramonterrey.com/ubicacion/,Nuevo León,Monterrey,NaN,0
928,Sala Museo Dr. Ángel Oscar Ulloa Gregori,Ciencia y tecnología,Facultad de Medicina de la Universidad Autónoma de Nuevo León,http://www.medicina.uanl.mx/salamuseo/,Nuevo León,Monterrey,4.4,5
929,Museo Estatal de Culturas Populares de Nuevo León,Arte,CONARTE,http://conarte.org.mx/museo-estatal-culturas-populares/,Nuevo León,Monterrey,4.3,248
930,Museo del Ferrocarril Antigua Estación del Golfo,Historia,Casa de la Cultura de Nuevo León/CONARTE,https://conarte.org.mx/casa-de-la-cultura-de-nuevo-leon/,Nuevo León,Monterrey,4.5,39
931,Museo del Noreste (MUNE),Historia,Gobierno del Estado de Nuevo León,http://www.museohistoriamexicana.org.mx/themes/mn.html,Nuevo León,Monterrey,4.7,2683
932,Salón de la Fama del Béisbol Mexicano,Historia,Cervecería Cuauhtémoc (FEMSA),,Nuevo León,Monterrey,4.8,573
933,Museo de Autos y del Transporte de Monterrey Humberto Lobo Villarreal,Especializado,"Museo de Autos y del Transporte de Monterrey, A.C.",http://museodelauto.blogspot.com/,Nuevo León,Monterrey,4.4,286
934,Museo de la Fauna y Ciencias Naturales,Ciencia y tecnología,Patronato del Museo de la Fauna y Ciencias Naturales,,Nuevo León,Monterrey,4.4,486
935,Pinacoteca de Nuevo León,Arte,Consejo para la Cultura y las Artes de Nuevo León,http://conarte.org.mx/pinacoteca-nuevo-leon/,Nuevo León,Monterrey,4.6,177
936,Museo del Palacio ,Historia,Gobierno del Estado de Nuevo León,http://www.museohistoriamexicana.org.mx/themes/mp.html,Nuevo León,Monterrey,4.7,392
937,Museo de Historia Regional Profr. Celso Garza Guajardo,Historia,Ayuntamiento de Sabinas Hidalgo,,Nuevo León,Sabinas Hidalgo,4.7,196
938,Museo San Nicolás (MUSAN) ,Ciencia y tecnología,Patronato del Gobierno Municipal,,Nuevo León,San Nicolás de los Garza,4.6,761
939,Museo Industrial  El Blanqueo ,Ciencia y tecnología,Ayuntamiento de Santa Catarina,http://museoelblanqueo.blogspot.mx/,Nuevo León,Santa Catarina,4.3,116
940,Museo de Historia de Santiago,Historia,Ayuntamiento de Santiago/Secretaría de Desarrolo Social y Humano,,Nuevo León,Santiago,4.5,33
941,Museo Casa de la Plomada,Ciencia y tecnología,Ayuntamiento de Vallecillo,,Nuevo León,Vallecillo,4.3,12
942,Museo Profr. Timoteo L. Hernández,Antropología,Ayuntamiento de Villaldama,,Nuevo León,Villaldama,4.3,4
943,Museo Comunitario de San José El Mogote,Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Guadalupe Etla,NaN,0
944,Sala Homenaje a Juárez,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/303-sala-homenaje-a-juarez,Oaxaca,Guelatao de Juárez,NaN,0
945,Museo Regional de Huajuapan (MUREH) ,Arqueología,"Asociación Cívica y Cultural Antonio de León, A.C",,Oaxaca,Heroica Ciudad de Huajuapan de León,4.2,70
946,Museo Comunitario Añuti (Seis Mono),Arqueología,Ayuntamiento de Magdalena Jaltepec,,Oaxaca,Magdalena Jaltepec,4.3,38
947,Museo Histórico del Palacio Municipal de  Miahuatlán,Arqueología,Ayuntamiento de Miahuatlán de Porfirio Díaz,,Oaxaca,Miahuatlán de Porfirio Díaz,NaN,0
948,Museo Comunitario de Natividad,Historia,Unión de Museos Comunitarios,,Oaxaca,Natividad,NaN,0
949,Museo Infantil de Oaxaca (MIO),Arte,"Fundación Alfredo Harp Helú Oaxaca, A.C./Secretaría de las Culturas y las Artes de Oaxaca",http://www.mio.org.mx/,Oaxaca,Oaxaca de Juárez,4.6,569
950,Museo Boutique Aroch,Arte,"Artes, Oficios y Crecimiento Humano, A.C.",,Oaxaca,Oaxaca de Juárez,4.4,53
951,Museo Histórico Casa de Juárez,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/208-museo-historico-casa-de-juarez,Oaxaca,Oaxaca de Juárez,4.3,598
952,Museo Textil de Oaxaca,Arte,"Fundación Alfredo Harp Helú, A.C.",https://museotextildeoaxaca.org/,Oaxaca,Oaxaca de Juárez,4.5,1589
953,Instituto de Artes Gráficas de Oaxaca (IAGO),Arte,"Secretaría de Cultura / INBAL / Amigos del IAGO y del CFMAB, A.C.",http://institutodeartesgraficasdeoaxaca.blogspot.mx/,Oaxaca,Oaxaca de Juárez,4.7,771
954,Casa de la Ciudad,Arte,"Fundación Alfredo Harp Helú Oaxaca, A.C.",https://casadelaciudad.org/?fbclid=IwAR0UsOo602fuhsLGdgIYS8iBcD51i-vKwRPjgtu31jcMMuV9P_lN2t8ZcZM,Oaxaca,Oaxaca de Juárez,4.6,473
955,Museo de las Culturas de Oaxaca/Ex Convento de Santo Domingo de Guzmán,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/207-museo-de-las-culturas-de-oaxaca-santo-domingo,Oaxaca,Oaxaca de Juárez,4.8,1200
956,Museo 8 Venado Garra Jaguar,Historia,,,Oaxaca,Oaxaca de Juárez,NaN,0
957,Planetario Nundehui,Ciencia y tecnología,,,Oaxaca,Oaxaca de Juárez,4.5,40
958,Museo de la Soledad,Arte,Templo de la Soledad,,Oaxaca,Oaxaca de Juárez,4.0,3
959,Museo de Los Pintores Oaxaqueños (MUPO),Arte,Secretaría de las Culturas y Artes de Oaxaca,http://www.museodelospintores.blogspot.com,Oaxaca,Oaxaca de Juárez,4.5,677
960,Museo de Arte Prehispánico de México Rufino Tamayo,Arte,Secretaría de Cultura/INBA,,Oaxaca,Oaxaca de Juárez,4.6,768
961,Museo de Filatelia de Oaxaca,Arte,"Museo de Filatelia de Oaxaca, A.C.",http://www.mufi.org.mx ,Oaxaca,Oaxaca de Juárez,4.8,1097
962,Museo de Artes Populares Belber Jiménez,Arte,,,Oaxaca,Oaxaca de Juárez,4.3,199
963,Centro Fotográfico Manuel Álvarez Bravo (CFMAB),Arte,"Amigos del Instituto de Artes Gráficas de Oaxaca y del Centro Fotográfico Álvarez Bravo, A.C.",https://www.cfmab.com.mx/,Oaxaca,Oaxaca de Juárez,4.6,384
964,Museo Estatal de Arte Popular Oaxaca,Arte,Coordinación de Espacios Culturales de Oaxaca/Secretaría de las Culturas y Artes de Oaxaca,,Oaxaca,San Bartolo Coyotepec,4.5,202
965,Museo Comunitario Snuu Vico,Arqueología,"Unión Estatal de Museos Comunitarios de Oaxaca, A.C.",,Oaxaca,San Juan Mixtepec,NaN,0
966,Museo Comunitario Hitalulu (Flor bonita),Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,San Martín Huamelúlpam,5.0,3
967,Museo Comunitario de San Miguel El Grande,Antropología,Ayuntamiento de San Miguel El Grande,,Oaxaca,San Miguel el Grande,NaN,0
968, Museo Comunitario <i>Jna´ Niingui</i> (Cerro del Gran Caracol),Arte,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,San Miguel Tequixtepec,4.3,38
969,Museo Comunitario de San Pablo Huitzo,Arqueología,Comunitario independiente,,Oaxaca,San Pablo Huitzo,NaN,0
970,Museo Comunitario Cerro de los Huizaches,Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,San Pablo Huixtepec,4.3,38
971,Museo de Sitio de la Zona Arqueológica de Mitla,,Secretaría de Cutura/INAH,https://www.inah.gob.mx/zonas/87-zona-arqueologica-de-mitla,Oaxaca,San Pablo Villa de Mitla,4.6,9717
972,Museo Oaxaqueño de Arqueología Ervin Frissell (Cerrado tempralmente),Arqueología,Secretaría de las Culturas y Artes de Oaxaca,,Oaxaca,San Pablo Villa de Mitla,4.0,5
973,Museo Memorias de Yucundaayee,Arqueología,Unión de Museos Comunitarios de Oaxaca,http://tequixtepec.blogspot.com/p/museo-comunitario.html,Oaxaca,San Pedro y San Pablo Tequixtepec,NaN,0
974,Museo Arqueológico de San Pedro Yucunama,Arqueología,Ayuntamiento de San Pedro Yucunama,,Oaxaca,San Pedro Yucunama,4.2,6
975,Museo Comunitario Shan Dany (Bajo el cerro),Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Santa Ana del Valle,4.4,82
976,Museo de Sitio de la Zona Arqueológica de Monte Albán,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/zonas/209-museo-de-sitio-de-monte-alban,Oaxaca,Santa Cruz Xoxocotlán,4.7,5994
977,Museo Ecológico de la Grana Cochinilla Nocheztlicalli y Nopal,Ciencia y tecnología,"Instituto de la Grana Cochinilla, A.C.",https://www.igraco.org.mx/,Oaxaca,Santa Lucía del Camino,4.3,60
978,Museo Comunitario Note Ujia (Siete ríos),Historia,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Heroica Ciudad de Tlaxiaco,NaN,0
979,Museo Comunitario de Santa María Cuquila,Temática no determinada,Agencia Municipal de Santa Maria Cuquila,,Oaxaca,Heroica Ciudad de Tlaxiaco,4.4,43
980,Museo Comunitario Ñuu Kuiñe (Cerro del tigre),Arqueología,Comunitario independiente,http://www.cdi.gob.mx/cuquila/museo.html,Oaxaca,Heroica Ciudad de Tlaxiaco,5.0,0
981,Museo Comunitario de  Atzompa ,Arqueología,Comunidad de Atzompa,http://www.inah.gob.mx/es/boletines/4007-museo-de-atzompa-rescata-legado-zapoteca,Oaxaca,Santa María Atzompa,4.2,86
982,Museo de Sitio Bocana del Río Copalita,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/310-museo-de-sitio-de-bocana-del-rio-copalita,Oaxaca,Santa María Huatulco,4.4,191
983,Museo Comunitario Yucu-iti (Cerro de ocote),Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Santa María Yucuhiti,NaN,0
984,Museo Comunitario Yukuni`i (Cerro que Retumba) ,Arqueología,Patronato del Museo,,Oaxaca,Santiago Chazumba,NaN,0
985,Museo Comunitario <i>Yuku ndeku</i>,Historia,Municipio de Santiago Huauclilla,,Oaxaca,Santiago Huauclilla,NaN,0
986,Museo Comunitario Ta Guiil-Reiñ (Cerro de Sangre),Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Santiago Matatlán,4.1,35
987,Museo Comunitario Cerro de la Campana,Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Santiago Suchilquitongo,NaN,0
988,Museo Regional del Ex Convento de Santo Domingo Yanhuitlán,Arte,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/314-museo-regional-del-ex-convento-de-santo-domingo-yanhuitlan,Oaxaca,Santo Domingo Yanhuitlán,4.7,928
989,Museo Comunitario de Santos Reyes Tepejillo,Temática no determinada,Ayuntamiento de Santos Reyes Tepejillo,,Oaxaca,Santos Reyes Tepejillo,NaN,0
990, Museo Comunitario <i>Balaa Xtee Guech Gulal</i>,Arte,Regiduria de Cultura del Municipio de Teotitlàn del Valle,http://www.aquioaxaca.com/index.php?option=com_content&view=article&id=60:museo-comunitario-de-teotitldel-valle&catid=49:articulos,Oaxaca,Teotitlán del Valle,4.6,194
991,Museo Comunitario Ñiace (Cerro de la miel),Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Tepelmeme Villa de Morelos,4.3,38
992,Ñuu Xia´a (Pueblo Ahogado),Antropología,Ayuntamiento Heroica Villa de Tezoatlan de Segura y Luna	,,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",NaN,0
993,Museo Geológico de Rosario Nuevo,Ciencia y tecnología,Ayuntamiento de Tezoatlán de Segura y Luna,,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",4.7,6
994,Museo de sitio de la Zona Arqueológica de Zaachila,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/91-zona-arqueologica-de-zaachila,Oaxaca,Villa de Zaachila,4.4,636
995,Museo Industrial de Metepec,Historia,Benemérita Universidad Autónoma de Puebla,https://www.buap.mx/content/museo-industrial-metepec,Puebla,Atlixco,NaN,0
996,Museo de Arte religioso Cuautinchan,Arte,"Parroquia de San Juan Bautista, Decanato de Totimehuacan",https://www.poblanerias.com/2017/05/cuautinchan-tesoro-de-arte-sacro-colonial/,Puebla,Cuautinchán,4.7,12
997,Museo Regional de Cuetzalan Emma Flores de Morante,Antropología,Ayuntamiento de Cuetzalan,,Puebla,Cuetzalan del Progreso,NaN,0
998,Museo La Magnolia,,Ayuntamiento de Chalchicomula de Sesma,,Puebla,Chalchicomula de Sesma,4.2,112
999,Museo Gilberto Bosques Saldívar,Historia,Ayuntamiento de Chiautla de Tapia,http://www.puebla.travel/es/museos/item/museo-gilberto-bosques-saldivar,Puebla,Chiautla,4.0,3
1000,Museo Comunitario de Atencingo,Arqueología,Ayuntamiento de Chietla,,Puebla,Chietla,NaN,0
1001,"Museo de Arte Religioso, Ex Convento de San Martín Huaquechula",Arte,,,Puebla,Huaquechula,4.6,647
1002,Museo Comunitario de Zapata del Plan de Ayala,Historia,Ayuntamiento de Huehuetlan El Chico,,Puebla,Huehuetlán el Chico,NaN,0
1003,Museo  de la Evangelización Ex Convento de San Miguel Arcángel,Historia,Secretaría de Cultura/INAH,,Puebla,Huejotzingo,4.6,310
1004,Museo Comunitario Ixtacamaxtitlán,Arqueología,Comunitario independiente,,Puebla,Ixtacamaxtitlán,4.7,3
1005,Museo Casa de Cultura de Izúcar,Arqueología,H. Ayuntamiento de Izúcar de Matamoros,http://museu.ms/museum/details/17748/museo-de-sitio-casa-de-cultura-izcar,Puebla,Izúcar de Matamoros,4.8,4
1006,Museo Regional de Telecomunicaciones Juan de la Granja,,,,Puebla,Nopalucan,3.8,33
1007,Museo Comunitario Xipixtla,Historia,Consejo Nacional de Fomento Educativo,,Puebla,Piaxtla,NaN,0
1008,Galería Tesoros de la Catedral de Puebla,,,http://www.arquidiocesisdepuebla.mx/index.php/arzobispado/catedral,Puebla,Puebla,4.7,63
1009,Museo José Luis Bello y Zetina,Arte,Fundación José Luis Bello y Zetina,http://www.museobelloyzetina.org,Puebla,Puebla,4.7,259
1010,Museo La Casa del Mendrugo,Historia,"Fundación La Casa del Mendrugo, A.C.",http://www.casadelmendrugo.com/,Puebla,Puebla,4.7,382
1011,Museo Biblioteca Palafoxiana ,Temática no determinada,Secretaría de Cultura y Turismo de Puebla,,Puebla,Puebla,4.7,2863
1012,Museo de Arte Religioso Ex Convento de Santa Mónica,Arte,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/234-museo-de-arte-religioso-de-santa-monica,Puebla,Puebla,4.6,647
1013,Museo Interactivo 5 de Mayo,Historia,Consejo Estatal para la Cultura y las Artes de Puebla,,Puebla,Puebla,4.4,306
1014,Casa de la Música de Viena en Puebla,Arte,Secretaría de Cultura y Turismo del Gobierno del Estado de Puebla,,Puebla,Puebla,4.7,395
1015,Museo Universitario Casa de los Muñecos,Arte,Benemérita Universidad Autónoma de Puebla,http://cmas.siu.buap.mx/portal_pprd/wb/vedc/historia_museo_universitario_casa_de_los_munecos,Puebla,Puebla,4.6,524
1016,Museo Infantil La Constancia Mexicana,Ciencia y tecnología,CECAP,http://museospuebla.puebla.gob.mx/index.php/museos/item/museo-infantil-de-la-constancia,Puebla,Puebla,4.6,1016
1017,Museo del Ejército y Fuerza Aérea Mexicanos,Historia,Secretaría de la Defensa Nacional (SEDENA),https://www.gob.mx/sedena/acciones-y-programas/museo-del-ejercito-y-fuerza-aerea-mexicanos-puebla-pue,Puebla,Puebla,4.5,2075
